MH45
         1.0000000      0.0000000
         0.9966900     -0.0001000
         0.9866900     -0.0002100
         0.9701300      0.0001600
         0.9474600      0.0013000
         0.9191700      0.0033200
         0.8857400      0.0062900
         0.8477500      0.0102800
         0.8059000      0.0153600
         0.7610700      0.0214000
         0.7140500      0.0280300
         0.6654700      0.0348800
         0.6158700      0.0415400
         0.5656900      0.0476800
         0.5153200      0.0530600
         0.4651600      0.0575500
         0.4156400      0.0610800
         0.3672300      0.0635800
         0.3203900      0.0649800
         0.2755800      0.0652300
         0.2331800      0.0642500
         0.1935300      0.0620300
         0.1569100      0.0586200
         0.1236300      0.0541000
         0.0939500      0.0485800
         0.0681300      0.0421800
         0.0463400      0.0350000
         0.0286700      0.0272200
         0.0152000      0.0190600
         0.0058800      0.0108800
         0.0007900      0.0032600
         0.0000000      0.0000000
         0.0006800     -0.0027900
         0.0064100     -0.0078800
         0.0178100     -0.0131000
         0.0342100     -0.0181400
         0.0553100     -0.0227700
         0.0808500     -0.0267800
         0.1106500     -0.0299100
         0.1446000     -0.0320600
         0.1825200     -0.0332900
         0.2240800     -0.0336600
         0.2689100     -0.0333000
         0.3165400     -0.0322900
         0.3664600     -0.0307300
         0.4181600     -0.0287500
         0.4710400     -0.0264600
         0.5244900     -0.0239900
         0.5778600     -0.0214300
         0.6304900     -0.0188800
         0.6817400     -0.0164000
         0.7309500     -0.0140300
         0.7775400     -0.0117900
         0.8209400     -0.0097100
         0.8606200     -0.0078200
         0.8960700     -0.0061300
         0.9268600     -0.0046500
         0.9525900     -0.0033400
         0.9729300     -0.0021900
         0.9877000     -0.0011300
         0.9968300     -0.0003100
         1.0000000      0.0000000
